name,skills,experience,domain,education,certifications,projects,contact info,predicted role
Emily Davis,"Cryptography, Quantum Algorithms, Qiskit",11.0,Quantum Computing & Quantum Cryptography,Bachelor's in Computer Science,Udacity Deep Learning,Predictive Analytics,email@example.com,DevOps Engineer
Emma Johnson,"Qiskit, Cryptography, Quantum Algorithms",9.0,Quantum Computing & Quantum Cryptography,Bachelor's in Computer Science,Coursera AI,Chatbot Development,linkedin.com/in/example,IT Infrastructure Manager
Noah Clark,"Quantum Algorithms, Cryptography, Qiskit",6.0,Quantum Computing & Quantum Cryptography,PhD in AI,IBM Data Science,Speech Recognition,github.com/example,IoT Systems Engineer
Liam Anderson,"Cryptography, Quantum Algorithms, Qiskit",9.0,Quantum Computing & Quantum Cryptography,Bachelor's in Computer Science,Coursera AI,Speech Recognition,email@example.com,IT Infrastructure Manager
Jane Smith,"Quantum Algorithms, Cryptography, Qiskit",9.0,Quantum Computing & Quantum Cryptography,Master's in Data Science,Google ML Certification,Speech Recognition,email@example.com,AI Ethics Consultant
Noah Clark,"Cryptography, Qiskit, Quantum Algorithms",6.0,Quantum Computing & Quantum Cryptography,Master's in Data Science,Udacity Deep Learning,Big Data Processing,email@example.com,IoT Systems Engineer
Noah Clark,"Cryptography, Qiskit, Quantum Algorithms",10.0,Quantum Computing & Quantum Cryptography,Bachelor's in Engineering,Google ML Certification,Big Data Processing,linkedin.com/in/example,Data Scientist
Ava Harris,"Qiskit, Cryptography, Quantum Algorithms",10.0,Quantum Computing & Quantum Cryptography,Bachelor's in Engineering,AWS AI/ML,Speech Recognition,linkedin.com/in/example,Data Scientist
Emily Davis,"Quantum Algorithms, Cryptography, Qiskit",8.5,Quantum Computing & Quantum Cryptography,PhD in AI,Google ML Certification,Predictive Analytics,linkedin.com/in/example,Computer Vision Engineer
John Doe,"Quantum Algorithms, Cryptography, Qiskit",8.5,Quantum Computing & Quantum Cryptography,Bachelor's in Computer Science,Udacity Deep Learning,Chatbot Development,linkedin.com/in/example,Computer Vision Engineer
Isabella Lewis,"Qiskit, Cryptography, Quantum Algorithms",8.0,Quantum Computing & Quantum Cryptography,Bachelor's in Computer Science,AWS AI/ML,Speech Recognition,email@example.com,Cybersecurity Consultant
Ava Harris,"Qiskit, Quantum Algorithms, Cryptography",10.0,Quantum Computing & Quantum Cryptography,Bachelor's in Computer Science,Udacity Deep Learning,Big Data Processing,email@example.com,Data Scientist
Olivia Martin,"Qiskit, Quantum Algorithms, Cryptography",6.0,Quantum Computing & Quantum Cryptography,Bachelor's in Computer Science,Coursera AI,Image Recognition,email@example.com,AI Research Engineer
Emma Johnson,"Qiskit, Quantum Algorithms, Cryptography",8.0,Quantum Computing & Quantum Cryptography,PhD in AI,IBM Data Science,Chatbot Development,email@example.com,Network Architect
Chris Lee,"Genomic Data Analysis, DNA Sequencing, Biostatistics",,Bioinformatics,Master's in Data Science,Udacity Deep Learning,Chatbot Development,linkedin.com/in/example,Mid-Level Bioinformatics Engineer
Daniel Wilson,"Biostatistics, DNA Sequencing, Genomic Data Analysis",,Bioinformatics,Bachelor's in Engineering,Google ML Certification,Predictive Analytics,email@example.com,Mid-Level Bioinformatics Engineer
Michael Brown,"Genomic Data Analysis, Biostatistics, DNA Sequencing",,Bioinformatics,Bachelor's in Computer Science,Google ML Certification,Chatbot Development,linkedin.com/in/example,Senior Bioinformatics Engineer
Daniel Wilson,"Biostatistics, Genomic Data Analysis, DNA Sequencing",8.0,Bioinformatics,Master's in Data Science,AWS AI/ML,Predictive Analytics,email@example.com,Edge Computing Specialist
Emma Johnson,"Biostatistics, DNA Sequencing, Genomic Data Analysis",,Bioinformatics,Master's in Data Science,Coursera AI,Speech Recognition,linkedin.com/in/example,Mid-Level Bioinformatics Engineer
Olivia Martin,"Genomic Data Analysis, DNA Sequencing, Biostatistics",,Bioinformatics,Master's in Data Science,Udacity Deep Learning,Chatbot Development,github.com/example,Senior Bioinformatics Engineer
Liam Anderson,"DNA Sequencing, Biostatistics, Genomic Data Analysis",11.0,Bioinformatics,Bachelor's in Computer Science,AWS AI/ML,Chatbot Development,github.com/example,DevOps Engineer
Ava Harris,"Biostatistics, Genomic Data Analysis, DNA Sequencing",,Bioinformatics,Master's in Data Science,Udacity Deep Learning,Big Data Processing,linkedin.com/in/example,Senior Bioinformatics Engineer
Charlotte Scott,"Genomic Data Analysis, Biostatistics, DNA Sequencing",10.0,Bioinformatics,PhD in AI,IBM Data Science,Image Recognition,email@example.com,Data Scientist
Ava Harris,"DNA Sequencing, Biostatistics, Genomic Data Analysis",,Bioinformatics,Bachelor's in Engineering,AWS AI/ML,Chatbot Development,email@example.com,Senior Bioinformatics Engineer
Chris Lee,"Genomic Data Analysis, Biostatistics, DNA Sequencing",,Bioinformatics,Bachelor's in Computer Science,AWS AI/ML,Big Data Processing,email@example.com,Mid-Level Bioinformatics Engineer
John Doe,"Biostatistics, DNA Sequencing, Genomic Data Analysis",,Bioinformatics,Master's in Data Science,AWS AI/ML,Big Data Processing,email@example.com,Senior Bioinformatics Engineer
Amelia Wright,"Biostatistics, Genomic Data Analysis, DNA Sequencing",,Bioinformatics,PhD in AI,Udacity Deep Learning,Chatbot Development,github.com/example,Senior Bioinformatics Engineer
Isabella Lewis,"DNA Sequencing, Genomic Data Analysis, Biostatistics",,Bioinformatics,PhD in AI,Coursera AI,Predictive Analytics,github.com/example,Senior Bioinformatics Engineer
Olivia Martin,"Genomic Data Analysis, DNA Sequencing, Biostatistics",,Bioinformatics,Master's in Data Science,Google ML Certification,Image Recognition,github.com/example,Mid-Level Bioinformatics Engineer
Mia Young,"DNA Sequencing, Genomic Data Analysis, Biostatistics",,Bioinformatics,Master's in Data Science,IBM Data Science,Predictive Analytics,linkedin.com/in/example,Senior Bioinformatics Engineer
Chris Lee,"DNA Sequencing, Genomic Data Analysis, Biostatistics",6.0,Bioinformatics,Bachelor's in Computer Science,Google ML Certification,Speech Recognition,github.com/example,AI Research Engineer
Ava Harris,"Biostatistics, DNA Sequencing, Genomic Data Analysis",,Bioinformatics,PhD in AI,Coursera AI,Image Recognition,email@example.com,Mid-Level Bioinformatics Engineer
Mason Hall,"Genomic Data Analysis, Biostatistics, DNA Sequencing",,Bioinformatics,Master's in Data Science,Coursera AI,Chatbot Development,email@example.com,Mid-Level Bioinformatics Engineer
Daniel Wilson,"DNA Sequencing, Biostatistics, Genomic Data Analysis",,Bioinformatics,Master's in Data Science,IBM Data Science,Speech Recognition,github.com/example,Mid-Level Bioinformatics Engineer
Chris Lee,"DNA Sequencing, Genomic Data Analysis, Biostatistics",,Bioinformatics,PhD in AI,Udacity Deep Learning,Chatbot Development,linkedin.com/in/example,Mid-Level Bioinformatics Engineer
Emma Johnson,"DNA Sequencing, Genomic Data Analysis, Biostatistics",8.0,Bioinformatics,Master's in Data Science,Udacity Deep Learning,Chatbot Development,linkedin.com/in/example,Edge Computing Specialist
Mia Young,"Biostatistics, Genomic Data Analysis, DNA Sequencing",,Bioinformatics,Master's in Data Science,Google ML Certification,Predictive Analytics,linkedin.com/in/example,Mid-Level Bioinformatics Engineer
Jane Smith,"Genomic Data Analysis, DNA Sequencing, Biostatistics",,Bioinformatics,Master's in Data Science,Udacity Deep Learning,Speech Recognition,email@example.com,Senior Bioinformatics Engineer
Charlotte Scott,"DNA Sequencing, Genomic Data Analysis, Biostatistics",,Bioinformatics,PhD in AI,Udacity Deep Learning,Predictive Analytics,email@example.com,Mid-Level Bioinformatics Engineer
Emma Johnson,"DNA Sequencing, Genomic Data Analysis, Biostatistics",,Bioinformatics,PhD in AI,Udacity Deep Learning,Chatbot Development,github.com/example,Senior Bioinformatics Engineer
Emma Johnson,"DNA Sequencing, Biostatistics, Genomic Data Analysis",11.0,Bioinformatics,PhD in AI,IBM Data Science,Chatbot Development,linkedin.com/in/example,DevOps Engineer
Daniel Wilson,"Genomic Data Analysis, DNA Sequencing, Biostatistics",,Bioinformatics,PhD in AI,IBM Data Science,Big Data Processing,github.com/example,Senior Bioinformatics Engineer
Mia Young,"Biostatistics, Genomic Data Analysis, DNA Sequencing",,Bioinformatics,PhD in AI,Coursera AI,Speech Recognition,github.com/example,Mid-Level Bioinformatics Engineer
Mia Young,"Genomic Data Analysis, DNA Sequencing, Biostatistics",,Bioinformatics,Bachelor's in Engineering,AWS AI/ML,Predictive Analytics,email@example.com,Mid-Level Bioinformatics Engineer
Ethan Allen,"Speech Processing, MATLAB, Wireless Communications",,Digital Signal Processing (DSP),PhD in AI,Coursera AI,Chatbot Development,github.com/example,Senior Digital Signal Processing (DSP) Engineer
Liam Anderson,"MATLAB, Wireless Communications, Speech Processing",9.0,Digital Signal Processing (DSP),Bachelor's in Computer Science,Coursera AI,Image Recognition,linkedin.com/in/example,IT Infrastructure Manager
Charlotte Scott,"MATLAB, Speech Processing, Wireless Communications",8.0,Digital Signal Processing (DSP),PhD in AI,Coursera AI,Predictive Analytics,email@example.com,Edge Computing Specialist
Daniel Wilson,"Wireless Communications, Speech Processing, MATLAB",,Digital Signal Processing (DSP),Bachelor's in Computer Science,Google ML Certification,Big Data Processing,github.com/example,Senior Digital Signal Processing (DSP) Engineer
Liam Anderson,"Speech Processing, Wireless Communications, MATLAB",,Digital Signal Processing (DSP),Bachelor's in Computer Science,Coursera AI,Big Data Processing,github.com/example,Senior Digital Signal Processing (DSP) Engineer
Noah Clark,"Wireless Communications, Speech Processing, MATLAB",6.0,Digital Signal Processing (DSP),Bachelor's in Engineering,Coursera AI,Big Data Processing,email@example.com,IoT Systems Engineer
Mason Hall,"Wireless Communications, MATLAB, Speech Processing",,Digital Signal Processing (DSP),Master's in Data Science,Coursera AI,Chatbot Development,email@example.com,Senior Digital Signal Processing (DSP) Engineer
Amelia Wright,"Wireless Communications, Speech Processing, MATLAB",,Digital Signal Processing (DSP),Bachelor's in Computer Science,IBM Data Science,Predictive Analytics,linkedin.com/in/example,Senior Digital Signal Processing (DSP) Engineer
Jane Smith,"Speech Processing, Wireless Communications, MATLAB",8.0,Digital Signal Processing (DSP),PhD in AI,Coursera AI,Big Data Processing,github.com/example,Edge Computing Specialist
Ethan Allen,"MATLAB, Speech Processing, Wireless Communications",9.0,Digital Signal Processing (DSP),Bachelor's in Engineering,Coursera AI,Predictive Analytics,linkedin.com/in/example,IT Infrastructure Manager
Olivia Martin,"Speech Processing, MATLAB, Wireless Communications",9.0,Digital Signal Processing (DSP),Bachelor's in Engineering,Udacity Deep Learning,Big Data Processing,linkedin.com/in/example,AI Ethics Consultant
Ava Harris,"Wireless Communications, MATLAB, Speech Processing",,Digital Signal Processing (DSP),PhD in AI,AWS AI/ML,Predictive Analytics,github.com/example,Senior Digital Signal Processing (DSP) Engineer
Ava Harris,"Wireless Communications, MATLAB, Speech Processing",6.0,Digital Signal Processing (DSP),PhD in AI,AWS AI/ML,Big Data Processing,email@example.com,AI Research Engineer
Charlotte Scott,"Speech Processing, Wireless Communications, MATLAB",8.5,Digital Signal Processing (DSP),Bachelor's in Engineering,IBM Data Science,Image Recognition,github.com/example,Computer Vision Engineer
Mia Young,"Speech Processing, MATLAB, Wireless Communications",,Digital Signal Processing (DSP),Master's in Data Science,AWS AI/ML,Speech Recognition,github.com/example,Senior Digital Signal Processing (DSP) Engineer
Emma Johnson,"Wireless Communications, MATLAB, Speech Processing",9.0,Digital Signal Processing (DSP),PhD in AI,Udacity Deep Learning,Chatbot Development,email@example.com,AI Ethics Consultant
Alexander King,"Speech Processing, MATLAB, Wireless Communications",,Digital Signal Processing (DSP),PhD in AI,Coursera AI,Speech Recognition,email@example.com,Senior Digital Signal Processing (DSP) Engineer
Amelia Wright,"MATLAB, Speech Processing, Wireless Communications",6.0,Digital Signal Processing (DSP),Master's in Data Science,Coursera AI,Big Data Processing,email@example.com,IoT Systems Engineer
Ethan Allen,"Speech Processing, MATLAB, Wireless Communications",,Digital Signal Processing (DSP),Bachelor's in Computer Science,Google ML Certification,Image Recognition,email@example.com,Senior Digital Signal Processing (DSP) Engineer
James White,"Speech Processing, MATLAB, Wireless Communications",6.0,Digital Signal Processing (DSP),Master's in Data Science,Coursera AI,Speech Recognition,linkedin.com/in/example,AI Research Engineer
Amit Sharma,"Java, C#, Software Architecture",,Software Development,B.Tech in Computer Science from IIT Bombay,ISRO Certification in Remote Sensing & GIS,Automated CI/CD Pipeline Implementation,91-,"Remote Sensing Engineer, GIS Specialist"
Neha Verma,"C#, Python, Software Architecture",,Software Development,B.Tech in Computer Science from IIT Bombay,Udacity Deep Learning,E-commerce Web App Development,91-,"Software Engineer, Full-Stack Developer"
Rahul Mehta,"C++, C#, Java",,Software Development,M.Tech in AI from IISc Bangalore,Microsoft Certified Data Engineer,IoT-based Smart Home System,91-,"Full-Stack Developer, Software Engineer"
Rajesh Kumar,"Software Architecture, Java, C++",,Software Development,B.Sc in Data Science from Delhi University,CDAC Advanced Computing Certification,Automated CI/CD Pipeline Implementation,91-,"Full-Stack Developer, Software Engineer"
Sandeep Reddy,"Python, C++, Java",,Software Development,B.E. in Electronics from Anna University,IIIT Hyderabad Deep Learning Certification,Database Optimization for Large Scale Systems,91-,"Software Engineer, Full-Stack Developer"
Vikram Singh,"Java, Python, C++",,Software Development,M.Tech in AI from IISc Bangalore,Udacity Deep Learning,Autonomous Drone Navigation,91-,"Full-Stack Developer, Software Engineer"
Priya Patel,"Software Architecture, C++, C#",,Software Development,MCA from NIT Trichy,CDAC Advanced Computing Certification,Automated CI/CD Pipeline Implementation,91-,"Software Engineer, Full-Stack Developer"
Anjali Nair,"Software Architecture, C++, Java",,Software Development,B.E. in Electronics from Anna University,ISRO Certification in Remote Sensing & GIS,Autonomous Drone Navigation,91-,"GIS Specialist, Remote Sensing Engineer"
Priya Patel,"Python, Software Architecture, Java",,Software Development,B.E. in Electronics from Anna University,Cybersecurity Certification by NIC India,AI-driven Robotic Arm,91-,"Full-Stack Developer, Software Engineer"
Rahul Mehta,"C++, C#, Python",,Software Development,B.Tech in Computer Science from IIT Bombay,Microsoft Certified Data Engineer,E-commerce Web App Development,91-,"Software Engineer, Full-Stack Developer"
Priya Patel,"Software Architecture, C++, Java",,Software Development,B.Sc in Data Science from Delhi University,ISRO Certification in Remote Sensing & GIS,Database Optimization for Large Scale Systems,91-,"Remote Sensing Engineer, GIS Specialist"
Pooja Iyer,"C++, Python, Java",,Software Development,MCA from NIT Trichy,IIT Madras AI & ML Certification,Database Optimization for Large Scale Systems,91-,"Full-Stack Developer, Software Engineer"
Pooja Iyer,"Software Architecture, Java, Python",,Software Development,M.Tech in AI from IISc Bangalore,IBM Data Science,Automated CI/CD Pipeline Implementation,91-,"Software Engineer, Full-Stack Developer"
Rahul Mehta,"C#, Java, Python",,Software Development,M.Tech in AI from IISc Bangalore,Cybersecurity Certification by NIC India,IoT-based Smart Home System,91-,"Full-Stack Developer, Software Engineer"
Sandeep Reddy,"Python, Java, C++",,Software Development,M.Tech in AI from IISc Bangalore,IIM Bangalore Business Analytics Certification,Augmented Reality for Virtual Shopping,91-,"Software Engineer, Full-Stack Developer"
Sandeep Reddy,"C#, Python, Java",,Software Development,B.E. in Electronics from Anna University,Microsoft Certified Data Engineer,Autonomous Drone Navigation,91-,"Software Engineer, Full-Stack Developer"
Neha Verma,"Python, C++, C#",,Software Development,B.Tech in Computer Science from IIT Bombay,ISRO Certification in Remote Sensing & GIS,AI-driven Robotic Arm,91-,"Remote Sensing Engineer, GIS Specialist"
Neha Verma,"Java, C#, Python",,Software Development,MCA from NIT Trichy,IIT Madras AI & ML Certification,E-commerce Web App Development,91-,"Full-Stack Developer, Software Engineer"
Neha Verma,"C++, Java, Software Architecture",,Software Development,B.Tech in Computer Science from IIT Bombay,IIM Bangalore Business Analytics Certification,AI-driven Robotic Arm,91-,"Software Engineer, Full-Stack Developer"
Sandeep Reddy,"Software Architecture, Python, C#",,Software Development,B.Tech in Computer Science from IIT Bombay,IBM Data Science,Automated CI/CD Pipeline Implementation,91-,"Full-Stack Developer, Software Engineer"
Sandeep Reddy,"C++, C#, Java",,Software Development,B.Sc in Data Science from Delhi University,Cybersecurity Certification by NIC India,E-commerce Web App Development,91-,"Full-Stack Developer, Software Engineer"
Sandeep Reddy,"Software Architecture, C#, C++",,Software Development,MCA from NIT Trichy,CDAC Advanced Computing Certification,Database Optimization for Large Scale Systems,91-,"Full-Stack Developer, Software Engineer"
Vikram Singh,"Java, Software Architecture, C#",,Software Development,B.Tech in Computer Science from IIT Bombay,Google ML Certification,IoT-based Smart Home System,91-,"Software Engineer, Full-Stack Developer"
Pooja Iyer,"C#, Python, C++",,Software Development,B.Sc in Data Science from Delhi University,Cybersecurity Certification by NIC India,Autonomous Drone Navigation,91-,"Full-Stack Developer, Software Engineer"
Vikram Singh,"C++, Software Architecture, Python",,Software Development,B.Tech in Computer Science from IIT Bombay,Infosys Certified Java Developer,AI-driven Robotic Arm,91-,"Software Engineer, Full-Stack Developer"
Pooja Iyer,"C#, Software Architecture, C++",,Software Development,B.Sc in Data Science from Delhi University,NPTEL Certification in Data Science,IoT-based Smart Home System,91-,"Software Engineer, Full-Stack Developer"
Vikram Singh,"Software Architecture, C#, Java",,Software Development,MCA from NIT Trichy,BITS Pilani Big Data Analytics Certification,Augmented Reality for Virtual Shopping,91-,"Full-Stack Developer, Software Engineer"
Rahul Mehta,"C#, Java, Software Architecture",,Software Development,B.Sc in Data Science from Delhi University,Microsoft Certified Data Engineer,Automated CI/CD Pipeline Implementation,91-,"Software Engineer, Full-Stack Developer"
Neha Verma,"Java, Software Architecture, C++",,Software Development,MCA from NIT Trichy,Cybersecurity Certification by NIC India,Augmented Reality for Virtual Shopping,91-,"Software Engineer, Full-Stack Developer"
Vikram Singh,"C#, C++, Java",,Software Development,B.E. in Electronics from Anna University,Cybersecurity Certification by NIC India,Automated CI/CD Pipeline Implementation,91-,"Full-Stack Developer, Software Engineer"
Rajesh Kumar,"PostgreSQL, Firebase, NoSQL",,Database Management,M.Tech in AI from IISc Bangalore,IIIT Hyderabad Deep Learning Certification,Database Optimization for Large Scale Systems,91-,"Data Architect, Database Administrator"
Vikram Singh,"PostgreSQL, SQL, NoSQL",,Database Management,M.Tech in AI from IISc Bangalore,Infosys Certified Java Developer,Autonomous Drone Navigation,91-,"Database Administrator, Data Architect"
Rajesh Kumar,"SQL, MongoDB, Firebase",,Database Management,M.Tech in AI from IISc Bangalore,IIIT Hyderabad Deep Learning Certification,Database Optimization for Large Scale Systems,91-,"Database Administrator, Data Architect"
Kiran Joshi,"NoSQL, SQL, Firebase",,Database Management,B.Tech in Computer Science from IIT Bombay,Microsoft Certified Data Engineer,Autonomous Drone Navigation,91-,"Database Administrator, Data Architect"
Rahul Mehta,"SQL, PostgreSQL, GraphDB",,Database Management,MCA from NIT Trichy,IBM Data Science,E-commerce Web App Development,91-,"Data Architect, Database Administrator"
Vikram Singh,"MongoDB, Firebase, PostgreSQL",,Database Management,B.Sc in Data Science from Delhi University,AWS Data Analytics,AI-driven Robotic Arm,91-,"Data Architect, Database Administrator"
Anjali Nair,"PostgreSQL, MongoDB, NoSQL",,Database Management,MCA from NIT Trichy,AWS Data Analytics,E-commerce Web App Development,91-,"Database Administrator, Data Architect"
Rajesh Kumar,"PostgreSQL, SQL, MongoDB",,Database Management,B.Tech in Computer Science from IIT Bombay,IIT Madras AI & ML Certification,Automated CI/CD Pipeline Implementation,91-,Data Architect
Neha Verma,"Firebase, PostgreSQL, SQL",,Database Management,M.Tech in AI from IISc Bangalore,Microsoft Certified Data Engineer,Augmented Reality for Virtual Shopping,91-,"Database Administrator, Data Architect"
Amit Sharma,"MongoDB, NoSQL, SQL",,Database Management,B.Sc in Data Science from Delhi University,ISRO Certification in Remote Sensing & GIS,IoT-based Smart Home System,91-,"Remote Sensing Engineer, GIS Specialist"
Rajesh Kumar,"MongoDB, GraphDB, PostgreSQL",,Database Management,B.Sc in Data Science from Delhi University,IIT Madras AI & ML Certification,Autonomous Drone Navigation,91-,"Data Architect, Database Administrator"
Sandeep Reddy,"MongoDB, SQL, NoSQL",,Database Management,M.Tech in AI from IISc Bangalore,Udacity Deep Learning,Automated CI/CD Pipeline Implementation,91-,"Database Administrator, Data Architect"
Sandeep Reddy,"Firebase, GraphDB, NoSQL",,Database Management,B.E. in Electronics from Anna University,IBM Data Science,E-commerce Web App Development,91-,Data Architect
Vikram Singh,"Firebase, GraphDB, NoSQL",,Database Management,MCA from NIT Trichy,Infosys Certified Java Developer,Augmented Reality for Virtual Shopping,91-,"Data Architect, Database Administrator"
Vikram Singh,"PostgreSQL, MongoDB, SQL",,Database Management,MCA from NIT Trichy,ISRO Certification in Remote Sensing & GIS,AI-driven Robotic Arm,91-,"GIS Specialist, Remote Sensing Engineer"
Priya Patel,"MongoDB, NoSQL, SQL",,Database Management,M.Tech in AI from IISc Bangalore,IIM Bangalore Business Analytics Certification,Database Optimization for Large Scale Systems,91-,"Database Administrator, Data Architect"
Rajesh Kumar,"Firebase, PostgreSQL, NoSQL",,Database Management,B.E. in Electronics from Anna University,Infosys Certified Java Developer,Database Optimization for Large Scale Systems,91-,Data Architect
Sandeep Reddy,"GraphDB, Firebase, SQL",,Database Management,MCA from NIT Trichy,IIM Bangalore Business Analytics Certification,Autonomous Drone Navigation,91-,"Database Administrator, Data Architect"
Vikram Singh,"PostgreSQL, SQL, Firebase",,Database Management,B.E. in Electronics from Anna University,CDAC Advanced Computing Certification,IoT-based Smart Home System,91-,"Data Architect, Database Administrator"
Rahul Mehta,"GraphDB, MongoDB, Firebase",,Database Management,M.Tech in AI from IISc Bangalore,Google ML Certification,AI-driven Robotic Arm,91-,Data Architect
Priya Patel,"MongoDB, PostgreSQL, Firebase",,Database Management,B.E. in Electronics from Anna University,TCS iON Career Edge - Young Professional,Automated CI/CD Pipeline Implementation,91-,Data Architect
Priya Patel,"Firebase, MongoDB, PostgreSQL",,Database Management,B.Tech in Computer Science from IIT Bombay,TCS iON Career Edge - Young Professional,Database Optimization for Large Scale Systems,91-,"Data Architect, Database Administrator"
Kiran Joshi,"NoSQL, Firebase, MongoDB",,Database Management,B.Tech in Computer Science from IIT Bombay,AWS Data Analytics,IoT-based Smart Home System,91-,Data Architect
Kiran Joshi,"NoSQL, SQL, GraphDB",,Database Management,B.Tech in Computer Science from IIT Bombay,IIT Madras AI & ML Certification,Augmented Reality for Virtual Shopping,91-,"Data Architect, Database Administrator"
Sandeep Reddy,"SQL, NoSQL, GraphDB",,Database Management,B.Sc in Data Science from Delhi University,Udacity Deep Learning,AI-driven Robotic Arm,91-,"Data Architect, Database Administrator"
Pooja Iyer,"SQL, GraphDB, NoSQL",,Database Management,M.Tech in AI from IISc Bangalore,NPTEL Certification in Data Science,Autonomous Drone Navigation,91-,Data Architect
Rajesh Kumar,"NoSQL, SQL, Firebase",,Database Management,B.E. in Electronics from Anna University,IIM Bangalore Business Analytics Certification,E-commerce Web App Development,91-,Data Architect
Rahul Mehta,"NoSQL, SQL, Firebase",,Database Management,B.E. in Electronics from Anna University,IIT Madras AI & ML Certification,AI-driven Robotic Arm,91-,Data Architect
Neha Verma,"GraphDB, MongoDB, NoSQL",,Database Management,B.Tech in Computer Science from IIT Bombay,IIT Madras AI & ML Certification,Automated CI/CD Pipeline Implementation,91-,"Database Administrator, Data Architect"
Rajesh Kumar,"MongoDB, PostgreSQL, SQL",,Database Management,MCA from NIT Trichy,NPTEL Certification in Data Science,E-commerce Web App Development,91-,Data Architect
Rahul Mehta,"Security Testing, Automation Testing, CI/CD Testing",,Software Testing & QA,MCA from NIT Trichy,IIM Bangalore Business Analytics Certification,AI-driven Robotic Arm,91-,"QA Engineer, Automation Test Engineer"
Rajesh Kumar,"Security Testing, Performance Testing, Manual Testing",,Software Testing & QA,MCA from NIT Trichy,Udacity Deep Learning,Augmented Reality for Virtual Shopping,91-,"QA Engineer, Automation Test Engineer"
Neha Verma,"CI/CD Testing, Automation Testing, Security Testing",,Software Testing & QA,B.E. in Electronics from Anna University,ISRO Certification in Remote Sensing & GIS,Automated CI/CD Pipeline Implementation,91-,"Remote Sensing Engineer, GIS Specialist"
Rajesh Kumar,"Automation Testing, Manual Testing, CI/CD Testing",,Software Testing & QA,B.Tech in Computer Science from IIT Bombay,AWS Data Analytics,AI-driven Robotic Arm,91-,"Automation Test Engineer, QA Engineer"
Amit Sharma,"Automation Testing, Security Testing, Manual Testing",,Software Testing & QA,B.Tech in Computer Science from IIT Bombay,Infosys Certified Java Developer,Automated CI/CD Pipeline Implementation,91-,"Automation Test Engineer, QA Engineer"
Pooja Iyer,"Performance Testing, Automation Testing, Manual Testing",,Software Testing & QA,B.E. in Electronics from Anna University,Microsoft Certified Data Engineer,IoT-based Smart Home System,91-,"Automation Test Engineer, QA Engineer"
Sandeep Reddy,"Security Testing, Performance Testing, Manual Testing",,Software Testing & QA,B.Sc in Data Science from Delhi University,BITS Pilani Big Data Analytics Certification,Automated CI/CD Pipeline Implementation,91-,"Automation Test Engineer, QA Engineer"
Kiran Joshi,"CI/CD Testing, Automation Testing, Performance Testing",,Software Testing & QA,B.Tech in Computer Science from IIT Bombay,BITS Pilani Big Data Analytics Certification,E-commerce Web App Development,91-,"QA Engineer, Automation Test Engineer"
Vikram Singh,"Automation Testing, Performance Testing, Manual Testing",,Software Testing & QA,MCA from NIT Trichy,Udacity Deep Learning,IoT-based Smart Home System,91-,"QA Engineer, Automation Test Engineer"
Vikram Singh,"Performance Testing, Security Testing, Automation Testing",,Software Testing & QA,B.Tech in Computer Science from IIT Bombay,IIIT Hyderabad Deep Learning Certification,E-commerce Web App Development,91-,"Automation Test Engineer, QA Engineer"
Amit Sharma,"CI/CD Testing, Manual Testing, Automation Testing",,Software Testing & QA,B.E. in Electronics from Anna University,Stanford AI Certification,IoT-based Smart Home System,91-,"QA Engineer, Automation Test Engineer"
Neha Verma,"Manual Testing, CI/CD Testing, Security Testing",,Software Testing & QA,B.Sc in Data Science from Delhi University,AWS Data Analytics,Automated CI/CD Pipeline Implementation,91-,"QA Engineer, Automation Test Engineer"
Amit Sharma,"Performance Testing, Manual Testing, Automation Testing",,Software Testing & QA,B.Sc in Data Science from Delhi University,Microsoft Certified Data Engineer,E-commerce Web App Development,91-,"Automation Test Engineer, QA Engineer"
Anjali Nair,"Manual Testing, CI/CD Testing, Security Testing",,Software Testing & QA,M.Tech in AI from IISc Bangalore,BITS Pilani Big Data Analytics Certification,Augmented Reality for Virtual Shopping,91-,"Automation Test Engineer, QA Engineer"
Neha Verma,"Manual Testing, Performance Testing, Automation Testing",,Software Testing & QA,MCA from NIT Trichy,Infosys Certified Java Developer,AI-driven Robotic Arm,91-,"Automation Test Engineer, QA Engineer"
Rahul Mehta,"Manual Testing, Automation Testing, Security Testing",,Software Testing & QA,B.E. in Electronics from Anna University,IIM Bangalore Business Analytics Certification,IoT-based Smart Home System,91-,"Automation Test Engineer, QA Engineer"
Anjali Nair,"Manual Testing, Automation Testing, Security Testing",,Software Testing & QA,MCA from NIT Trichy,NPTEL Certification in Data Science,AI-driven Robotic Arm,91-,"QA Engineer, Automation Test Engineer"
Sandeep Reddy,"Performance Testing, Security Testing, Manual Testing",,Software Testing & QA,M.Tech in AI from IISc Bangalore,IIM Bangalore Business Analytics Certification,Augmented Reality for Virtual Shopping,91-,"Automation Test Engineer, QA Engineer"
Amit Sharma,"Automation Testing, Security Testing, CI/CD Testing",,Software Testing & QA,B.E. in Electronics from Anna University,ISRO Certification in Remote Sensing & GIS,Database Optimization for Large Scale Systems,91-,"GIS Specialist, Remote Sensing Engineer"
Kiran Joshi,"Manual Testing, Security Testing, Automation Testing",,Software Testing & QA,B.E. in Electronics from Anna University,TCS iON Career Edge - Young Professional,AI-driven Robotic Arm,91-,"Automation Test Engineer, QA Engineer"
